http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/James_Young_Simpson
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Hypnotic_susceptibility
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Hypnotherapy
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Bordeaux
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Geoffrey_Chaucer
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Hypnosis
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/William_Crawford_Williamson
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Hippolyte_Bernheim
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/The_Lancet
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Theodore_R._Sarbin
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Charles_Lafontaine
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Etienne_F%C3%A9lix_d%27Henin_de_Cuvillers
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Mesmerism
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Sigmund_Freud
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Kinglassie
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Irving_Kirsch
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/University_of_St_Andrews
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Neuro-linguistic_programming
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Animal_magnetism
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Dictionary_of_National_Biography
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Wernerian_Natural_History_Society
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Daniel_Noble
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Chorlton-on-Medlock
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/William_Thierry_Preyer
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Lanarkshire
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Fife
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Nicholas_Spanos
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Ambroise-Auguste_Li%C3%A9beault
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Stephen_Brooks_(hypnotherapist)
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Surgery
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Hugh_McNeile
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/England
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/St_Serf%27s_Inch_Priory
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Psychophysiology
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Magnetism
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Club_foot
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/William_Benjamin_Carpenter
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Cognate
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Alma_mater
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/University_of_Edinburgh
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Andrew_Salter
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/The_Man_of_Law%27s_Prologue_and_Tale
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Strabismus
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Milton_H._Erickson
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Post-hypnotic_suggestion
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Franz_Mesmer
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Age_regression_in_therapy
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Pierre_Janet
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Scotland
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Digital_object_identifier
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Manchester
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Natural_history
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Dumfries
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Arthur_Edward_Waite
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Hypnotist
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/%C3%89tienne_Eug%C3%A8ne_Azam
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/United_Kingdom_of_Great_Britain_and_Ireland
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Smith,_Elder_%26_Co.
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Hypnotism
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/British_Journal_of_Medical_Hypnotism
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Suggestion
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/British_Science_Association
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Cicero
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Martin_Theodore_Orne
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/James_Esdaile
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Morton_Prince
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Hypnotherapy_in_the_United_Kingdom
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/James_John_Garth_Wilkinson
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/History_of_hypnosis
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Jean-Martin_Charcot
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Medicine
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Nancy_School
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/The_Canterbury_Tales
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/John_Elliotson
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Royal_College_of_Surgeons_of_Edinburgh
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Dave_Elman
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Clairvoyance
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/%C3%89mile_Cou%C3%A9
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Apoplexy
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Clark_L._Hull
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Barber_and_Calverley
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Leith
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Armand-Marie-Jacques_de_Chastenet,_Marques_of_Puys%C3%A9gur
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org//en.wikisource.org/wiki/Braid,_James_(DNB00)
http://en.wikipedia.org/wiki/James_Braid_(surgeon)|http://en.wikipedia.org/wiki/Phenomenon
